a : 272.0000, 0 -> 1
b : 703.0000, 0 -> 1
c : 498.0000, 0 -> 1
d : -554.0000, 0 -> 4
a : 678.0000, 1 -> 4
b : -555.0000, 1 -> 2
c : 762.0000, 1 -> 5
d : 412.0000, 1 -> 6
a : -237.0000, 2 -> 0
b : -285.0000, 2 -> 2
c : -179.0000, 2 -> 0
d : -896.0000, 2 -> 3
a : -660.0000, 3 -> 5
b : 997.0000, 3 -> 5
c : 881.0000, 3 -> 2
d : -750.0000, 3 -> 3
a : 462.0000, 4 -> 5
b : 640.0000, 4 -> 0
c : 985.0000, 4 -> 1
d : 167.0000, 4 -> 3
a : 257.0000, 5 -> 0
b : 717.0000, 5 -> 3
c : 766.0000, 5 -> 3
d : -751.0000, 5 -> 2
a : -111.0000, 6 -> 2
b : 521.0000, 6 -> 5
c : 327.0000, 6 -> 5
d : -492.0000, 6 -> 7
a : -53.0000, 7 -> 5
b : -686.0000, 7 -> 3
c : -78.0000, 7 -> 6
d : -755.0000, 7 -> 2
c : -424.0000, 0 -> 6
b : 314.0000, 0 -> 3
c : -49.0000, 1 -> 2
d : 352.0000, 1 -> 0
a : -383.0000, 2 -> 6
b : 6.0000, 2 -> 4
d : 284.0000, 3 -> 6
b : 635.0000, 3 -> 7
d : -663.0000, 4 -> 4
c : 177.0000, 4 -> 6
a : -68.0000, 5 -> 4
c : 419.0000, 5 -> 2
c : 223.0000, 6 -> 3
a : 778.0000, 6 -> 1
d : 56.0000, 7 -> 4
c : 305.0000, 7 -> 5
