a : -462.0000, 0 -> 1
b : 971.0000, 0 -> 5
c : -517.0000, 0 -> 1
d : -551.0000, 0 -> 6
a : 87.0000, 1 -> 1
b : 419.0000, 1 -> 2
c : -568.0000, 1 -> 0
d : 470.0000, 1 -> 3
a : -871.0000, 2 -> 5
b : -642.0000, 2 -> 4
c : -288.0000, 2 -> 1
d : 747.0000, 2 -> 1
a : -538.0000, 3 -> 0
b : 227.0000, 3 -> 5
c : 954.0000, 3 -> 0
d : -563.0000, 3 -> 6
a : 101.0000, 4 -> 7
b : -813.0000, 4 -> 4
c : 467.0000, 4 -> 7
d : -418.0000, 4 -> 5
a : -350.0000, 5 -> 6
b : 413.0000, 5 -> 2
c : -319.0000, 5 -> 5
d : 585.0000, 5 -> 4
a : 468.0000, 6 -> 7
b : -373.0000, 6 -> 6
c : -183.0000, 6 -> 6
d : -659.0000, 6 -> 6
a : -906.0000, 7 -> 6
b : 424.0000, 7 -> 5
c : -151.0000, 7 -> 3
d : 418.0000, 7 -> 0
d : 129.0000, 0 -> 1
a : 406.0000, 0 -> 5
b : 479.0000, 1 -> 1
b : -619.0000, 1 -> 5
c : -676.0000, 2 -> 6
d : -431.0000, 2 -> 2
b : 995.0000, 3 -> 1
c : 251.0000, 3 -> 7
b : 303.0000, 4 -> 1
d : -632.0000, 4 -> 0
c : 824.0000, 5 -> 6
b : 251.0000, 5 -> 4
d : -150.0000, 6 -> 5
b : 206.0000, 6 -> 1
c : -97.0000, 7 -> 0
b : -113.0000, 7 -> 0
