a : -127.0000, 0 -> 6
b : -466.0000, 0 -> 0
c : 898.0000, 0 -> 6
d : 855.0000, 0 -> 0
a : 676.0000, 1 -> 7
b : -652.0000, 1 -> 7
c : 759.0000, 1 -> 5
d : 936.0000, 1 -> 5
a : -926.0000, 2 -> 4
b : -575.0000, 2 -> 0
c : 513.0000, 2 -> 4
d : 482.0000, 2 -> 3
a : -559.0000, 3 -> 3
b : 963.0000, 3 -> 0
c : -9.0000, 3 -> 6
d : 398.0000, 3 -> 2
a : -639.0000, 4 -> 2
b : -50.0000, 4 -> 2
c : 960.0000, 4 -> 4
d : -681.0000, 4 -> 1
a : 894.0000, 5 -> 0
b : 48.0000, 5 -> 6
c : -305.0000, 5 -> 3
d : 293.0000, 5 -> 2
a : 286.0000, 6 -> 1
b : 940.0000, 6 -> 4
c : -405.0000, 6 -> 1
d : -803.0000, 6 -> 5
a : 574.0000, 7 -> 0
b : -994.0000, 7 -> 7
c : 343.0000, 7 -> 0
d : 307.0000, 7 -> 7
c : 465.0000, 0 -> 3
b : -570.0000, 0 -> 3
a : 918.0000, 1 -> 6
b : 419.0000, 1 -> 3
a : -714.0000, 2 -> 3
c : -5.0000, 2 -> 7
d : -869.0000, 3 -> 1
c : 12.0000, 3 -> 3
b : 903.0000, 4 -> 7
b : -313.0000, 4 -> 0
b : 18.0000, 5 -> 1
d : -710.0000, 5 -> 6
a : -295.0000, 6 -> 2
b : -920.0000, 6 -> 2
d : 982.0000, 7 -> 2
a : 426.0000, 7 -> 3
