a : -143.0000, 0 -> 2
b : -252.0000, 0 -> 1
c : 549.0000, 0 -> 7
d : 108.0000, 0 -> 4
a : -65.0000, 1 -> 2
b : 887.0000, 1 -> 3
c : 699.0000, 1 -> 7
d : -864.0000, 1 -> 3
a : 553.0000, 2 -> 3
b : -470.0000, 2 -> 1
c : -829.0000, 2 -> 2
d : -910.0000, 2 -> 1
a : -313.0000, 3 -> 6
b : 10.0000, 3 -> 2
c : 148.0000, 3 -> 2
d : -501.0000, 3 -> 6
a : -908.0000, 4 -> 1
b : 536.0000, 4 -> 1
c : -22.0000, 4 -> 3
d : 785.0000, 4 -> 1
a : 838.0000, 5 -> 7
b : 984.0000, 5 -> 1
c : -940.0000, 5 -> 2
d : -651.0000, 5 -> 0
a : -676.0000, 6 -> 4
b : -967.0000, 6 -> 0
c : 46.0000, 6 -> 7
d : 193.0000, 6 -> 4
a : -726.0000, 7 -> 6
b : 215.0000, 7 -> 4
c : 813.0000, 7 -> 3
d : -447.0000, 7 -> 3
d : 452.0000, 0 -> 6
d : -829.0000, 0 -> 0
a : 353.0000, 1 -> 4
a : -509.0000, 1 -> 0
a : -756.0000, 2 -> 2
d : -859.0000, 2 -> 7
c : 177.0000, 3 -> 0
a : 272.0000, 3 -> 7
a : -713.0000, 4 -> 2
c : 929.0000, 4 -> 6
b : 413.0000, 5 -> 4
d : 276.0000, 5 -> 4
b : 484.0000, 6 -> 2
c : 874.0000, 6 -> 0
a : -970.0000, 7 -> 7
c : -972.0000, 7 -> 6
c : -973.0000, 4 -> 5
