a : 424.0000, 0 -> 4
b : -639.0000, 0 -> 4
c : 697.0000, 0 -> 1
d : 542.0000, 0 -> 2
a : 918.0000, 1 -> 0
b : -209.0000, 1 -> 2
c : -125.0000, 1 -> 7
d : 150.0000, 1 -> 4
a : 470.0000, 2 -> 7
b : 795.0000, 2 -> 0
c : -491.0000, 2 -> 3
d : -551.0000, 2 -> 2
a : 380.0000, 3 -> 7
b : 425.0000, 3 -> 6
c : -768.0000, 3 -> 7
d : 276.0000, 3 -> 0
a : -896.0000, 4 -> 5
b : 474.0000, 4 -> 2
c : -483.0000, 4 -> 6
d : -815.0000, 4 -> 1
a : 451.0000, 5 -> 1
b : -765.0000, 5 -> 7
c : 442.0000, 5 -> 3
d : -459.0000, 5 -> 7
a : 336.0000, 6 -> 4
b : -710.0000, 6 -> 2
c : 501.0000, 6 -> 0
d : 340.0000, 6 -> 5
a : 309.0000, 7 -> 7
b : 679.0000, 7 -> 7
c : 908.0000, 7 -> 7
d : -369.0000, 7 -> 1
c : 40.0000, 0 -> 6
d : 238.0000, 0 -> 5
a : -108.0000, 1 -> 3
d : 961.0000, 1 -> 2
c : 740.0000, 2 -> 4
d : -298.0000, 2 -> 6
d : 273.0000, 3 -> 4
a : -2.0000, 3 -> 5
d : 59.0000, 4 -> 3
d : -254.0000, 4 -> 6
a : -198.0000, 5 -> 3
a : -86.0000, 5 -> 7
d : -523.0000, 6 -> 2
b : -152.0000, 6 -> 3
b : 569.0000, 7 -> 2
c : -703.0000, 7 -> 2
