a : -206.0000, 0 -> 2
b : -54.0000, 0 -> 0
c : -22.0000, 0 -> 3
d : -682.0000, 0 -> 3
a : -335.0000, 1 -> 0
b : -945.0000, 1 -> 1
c : 958.0000, 1 -> 3
d : -186.0000, 1 -> 0
a : 64.0000, 2 -> 1
b : 875.0000, 2 -> 2
c : 427.0000, 2 -> 2
d : -375.0000, 2 -> 0
a : 310.0000, 3 -> 1
b : -568.0000, 3 -> 2
c : -82.0000, 3 -> 3
d : 462.0000, 3 -> 3
d : -645.0000, 0 -> 1
c : 605.0000, 0 -> 0
b : 553.0000, 1 -> 0
d : 248.0000, 1 -> 2
a : -803.0000, 2 -> 3
a : -560.0000, 2 -> 2
c : 285.0000, 3 -> 2
c : 923.0000, 3 -> 0
