a : -665.0000, 0 -> 4
b : -856.0000, 0 -> 3
c : -990.0000, 0 -> 0
d : 617.0000, 0 -> 0
a : 557.0000, 1 -> 4
b : -413.0000, 1 -> 2
c : 733.0000, 1 -> 1
d : 624.0000, 1 -> 2
a : 647.0000, 2 -> 4
b : -524.0000, 2 -> 2
c : -747.0000, 2 -> 3
d : 75.0000, 2 -> 0
a : 11.0000, 3 -> 5
b : -611.0000, 3 -> 1
c : -624.0000, 3 -> 0
d : 45.0000, 3 -> 7
a : -706.0000, 4 -> 5
b : -410.0000, 4 -> 0
c : 253.0000, 4 -> 1
d : 876.0000, 4 -> 0
a : 532.0000, 5 -> 6
b : -259.0000, 5 -> 3
c : 739.0000, 5 -> 6
d : -502.0000, 5 -> 2
a : -999.0000, 6 -> 2
b : -936.0000, 6 -> 5
c : -344.0000, 6 -> 4
d : 353.0000, 6 -> 5
a : 24.0000, 7 -> 2
b : -743.0000, 7 -> 3
c : -940.0000, 7 -> 5
d : -141.0000, 7 -> 5
d : -38.0000, 0 -> 2
d : -123.0000, 0 -> 1
b : 439.0000, 1 -> 0
d : -25.0000, 1 -> 3
c : 253.0000, 2 -> 5
b : 533.0000, 2 -> 0
b : 102.0000, 3 -> 7
d : -385.0000, 3 -> 0
c : 106.0000, 4 -> 2
d : -283.0000, 4 -> 5
d : 625.0000, 5 -> 1
d : -928.0000, 5 -> 0
d : -838.0000, 6 -> 4
d : -234.0000, 6 -> 3
d : 35.0000, 7 -> 7
c : -513.0000, 7 -> 4
