a : -65.0000, 0 -> 3
b : -705.0000, 0 -> 7
c : 89.0000, 0 -> 2
d : -225.0000, 0 -> 3
a : 972.0000, 1 -> 5
b : -957.0000, 1 -> 7
c : 513.0000, 1 -> 6
d : 690.0000, 1 -> 5
a : -273.0000, 2 -> 6
b : -17.0000, 2 -> 4
c : 289.0000, 2 -> 7
d : 742.0000, 2 -> 7
a : 447.0000, 3 -> 2
b : -627.0000, 3 -> 7
c : -900.0000, 3 -> 1
d : 838.0000, 3 -> 3
a : 981.0000, 4 -> 3
b : 852.0000, 4 -> 4
c : 278.0000, 4 -> 0
d : -502.0000, 4 -> 7
a : -529.0000, 5 -> 3
b : 587.0000, 5 -> 7
c : 948.0000, 5 -> 3
d : 565.0000, 5 -> 4
a : -447.0000, 6 -> 0
b : 691.0000, 6 -> 5
c : 475.0000, 6 -> 2
d : -599.0000, 6 -> 4
a : -779.0000, 7 -> 1
b : -342.0000, 7 -> 0
c : -529.0000, 7 -> 0
d : 418.0000, 7 -> 5
d : 177.0000, 0 -> 7
a : 723.0000, 0 -> 4
d : -963.0000, 1 -> 6
c : -370.0000, 1 -> 1
c : 394.0000, 2 -> 3
c : -974.0000, 2 -> 6
d : 382.0000, 3 -> 1
c : 179.0000, 3 -> 5
b : -422.0000, 4 -> 0
b : -274.0000, 4 -> 7
a : 699.0000, 5 -> 2
c : -354.0000, 5 -> 0
d : -892.0000, 6 -> 3
a : 443.0000, 6 -> 2
d : 623.0000, 7 -> 2
d : -190.0000, 7 -> 7
