a : 995.0000, 0 -> 4
b : -45.0000, 0 -> 2
a : 694.0000, 1 -> 1
b : -392.0000, 1 -> 0
a : 790.0000, 2 -> 2
b : -56.0000, 2 -> 4
a : 257.0000, 3 -> 1
b : -779.0000, 3 -> 6
a : 154.0000, 4 -> 0
b : -933.0000, 4 -> 1
a : -874.0000, 5 -> 1
b : 197.0000, 5 -> 7
a : 255.0000, 6 -> 5
b : 197.0000, 6 -> 5
a : -172.0000, 7 -> 2
b : -42.0000, 7 -> 0
b : 163.0000, 0 -> 4
a : -561.0000, 1 -> 3
a : 721.0000, 2 -> 5
b : 551.0000, 3 -> 3
b : -549.0000, 4 -> 4
b : -323.0000, 5 -> 6
b : 495.0000, 6 -> 2
a : 660.0000, 7 -> 6
