a : -676.0000, 0 -> 7
b : -48.0000, 0 -> 6
a : 452.0000, 1 -> 1
b : -261.0000, 1 -> 5
a : 207.0000, 2 -> 2
b : 38.0000, 2 -> 2
a : -1000.0000, 3 -> 5
b : -483.0000, 3 -> 3
a : 215.0000, 4 -> 1
b : -951.0000, 4 -> 4
a : -608.0000, 5 -> 6
b : -165.0000, 5 -> 7
a : 553.0000, 6 -> 1
b : 533.0000, 6 -> 0
a : 798.0000, 7 -> 3
b : -774.0000, 7 -> 2
a : 497.0000, 0 -> 2
a : 268.0000, 1 -> 6
b : 613.0000, 2 -> 6
a : 349.0000, 3 -> 1
a : -202.0000, 4 -> 4
b : -660.0000, 5 -> 5
b : 609.0000, 6 -> 6
a : -230.0000, 7 -> 5
a : 832.0000, 7 -> 4
