a : -165.0000, 0 -> 2
b : 428.0000, 0 -> 6
a : -570.0000, 1 -> 7
b : -866.0000, 1 -> 5
a : 626.0000, 2 -> 5
b : -172.0000, 2 -> 4
a : 459.0000, 3 -> 1
b : 692.0000, 3 -> 6
a : 991.0000, 4 -> 6
b : 229.0000, 4 -> 5
a : 195.0000, 5 -> 7
b : -498.0000, 5 -> 5
a : 923.0000, 6 -> 3
b : 474.0000, 6 -> 5
a : 138.0000, 7 -> 1
b : -181.0000, 7 -> 7
a : -534.0000, 0 -> 6
a : -76.0000, 1 -> 0
a : 999.0000, 2 -> 4
a : 873.0000, 3 -> 5
b : -542.0000, 4 -> 7
a : -271.0000, 5 -> 0
a : 176.0000, 6 -> 7
a : 718.0000, 7 -> 6
