a : 48.0000, 0 -> 0
b : 130.0000, 0 -> 1
c : -642.0000, 0 -> 1
d : -984.0000, 0 -> 1
a : 156.0000, 1 -> 1
b : -352.0000, 1 -> 1
c : 882.0000, 1 -> 1
d : -438.0000, 1 -> 3
a : 522.0000, 2 -> 3
b : -207.0000, 2 -> 1
c : -135.0000, 2 -> 2
d : 310.0000, 2 -> 1
a : 906.0000, 3 -> 2
b : -735.0000, 3 -> 3
c : -567.0000, 3 -> 0
d : 460.0000, 3 -> 2
b : -140.0000, 0 -> 3
c : 375.0000, 0 -> 2
a : 71.0000, 1 -> 2
a : -268.0000, 1 -> 3
c : -789.0000, 2 -> 0
a : 174.0000, 2 -> 2
c : 37.0000, 3 -> 2
b : -121.0000, 3 -> 0
