a : -75.0000, 0 -> 2
b : 855.0000, 0 -> 5
a : -602.0000, 1 -> 1
b : 170.0000, 1 -> 7
a : -615.0000, 2 -> 4
b : 183.0000, 2 -> 2
a : 668.0000, 3 -> 3
b : -587.0000, 3 -> 5
a : 688.0000, 4 -> 7
b : -680.0000, 4 -> 3
a : -497.0000, 5 -> 7
b : 263.0000, 5 -> 6
a : 133.0000, 6 -> 0
b : -198.0000, 6 -> 0
a : -225.0000, 7 -> 4
b : 468.0000, 7 -> 6
b : 681.0000, 0 -> 7
a : -792.0000, 1 -> 3
b : 492.0000, 2 -> 0
a : -234.0000, 3 -> 4
b : -323.0000, 4 -> 2
b : 703.0000, 5 -> 7
a : 727.0000, 6 -> 5
a : 275.0000, 7 -> 0
a : -635.0000, 3 -> 1
