a : 245.0000, 0 -> 6
b : 892.0000, 0 -> 4
c : -922.0000, 0 -> 4
d : 526.0000, 0 -> 7
a : -843.0000, 1 -> 7
b : 48.0000, 1 -> 4
c : 376.0000, 1 -> 4
d : -293.0000, 1 -> 6
a : 133.0000, 2 -> 3
b : -198.0000, 2 -> 3
c : -145.0000, 2 -> 0
d : -125.0000, 2 -> 4
a : 82.0000, 3 -> 4
b : 544.0000, 3 -> 1
c : -228.0000, 3 -> 3
d : 938.0000, 3 -> 4
a : 942.0000, 4 -> 5
b : 898.0000, 4 -> 2
c : 619.0000, 4 -> 5
d : 440.0000, 4 -> 0
a : 643.0000, 5 -> 0
b : 295.0000, 5 -> 7
c : -314.0000, 5 -> 6
d : 410.0000, 5 -> 4
a : -485.0000, 6 -> 7
b : -886.0000, 6 -> 2
c : 698.0000, 6 -> 6
d : -562.0000, 6 -> 4
a : 102.0000, 7 -> 7
b : -914.0000, 7 -> 7
c : 737.0000, 7 -> 1
d : -717.0000, 7 -> 1
a : 388.0000, 0 -> 0
d : -675.0000, 0 -> 5
c : 867.0000, 1 -> 7
a : -204.0000, 1 -> 5
c : 248.0000, 2 -> 1
b : 518.0000, 2 -> 1
b : -891.0000, 3 -> 5
d : -239.0000, 3 -> 0
d : -612.0000, 4 -> 7
d : -44.0000, 4 -> 3
b : 815.0000, 5 -> 2
d : 687.0000, 5 -> 5
a : 225.0000, 6 -> 5
b : 654.0000, 6 -> 5
a : -923.0000, 7 -> 2
b : -684.0000, 7 -> 0
