a : 790.0000, 0 -> 6
b : 330.0000, 0 -> 0
a : -715.0000, 1 -> 6
b : -978.0000, 1 -> 3
a : -707.0000, 2 -> 0
b : -976.0000, 2 -> 4
a : 260.0000, 3 -> 1
b : -459.0000, 3 -> 7
a : 808.0000, 4 -> 3
b : 433.0000, 4 -> 4
a : 687.0000, 5 -> 2
b : 996.0000, 5 -> 5
a : -296.0000, 6 -> 1
b : -403.0000, 6 -> 4
a : -281.0000, 7 -> 1
b : 419.0000, 7 -> 6
b : -66.0000, 0 -> 3
b : 534.0000, 1 -> 7
a : 335.0000, 2 -> 1
b : 518.0000, 3 -> 2
b : 790.0000, 4 -> 3
b : -70.0000, 5 -> 2
a : -727.0000, 6 -> 3
b : -680.0000, 7 -> 7
a : 129.0000, 1 -> 5
