a : -896.0000, 0 -> 2
b : 340.0000, 0 -> 1
c : -400.0000, 0 -> 2
d : -566.0000, 0 -> 1
a : -540.0000, 1 -> 3
b : 566.0000, 1 -> 3
c : 798.0000, 1 -> 3
d : -850.0000, 1 -> 1
a : -294.0000, 2 -> 1
b : -188.0000, 2 -> 3
c : 506.0000, 2 -> 3
d : 731.0000, 2 -> 3
a : -298.0000, 3 -> 1
b : -651.0000, 3 -> 0
c : 8.0000, 3 -> 3
d : 985.0000, 3 -> 0
b : -269.0000, 0 -> 2
d : 115.0000, 0 -> 3
a : 445.0000, 1 -> 2
d : -357.0000, 1 -> 0
c : 246.0000, 2 -> 2
d : 948.0000, 2 -> 1
a : -123.0000, 3 -> 3
d : -536.0000, 3 -> 3
