a : -749.0000, 0 -> 2
b : 82.0000, 0 -> 7
a : -391.0000, 1 -> 2
b : -823.0000, 1 -> 5
a : 194.0000, 2 -> 4
b : -590.0000, 2 -> 4
a : -594.0000, 3 -> 5
b : -31.0000, 3 -> 0
a : 996.0000, 4 -> 5
b : 774.0000, 4 -> 7
a : 552.0000, 5 -> 0
b : 822.0000, 5 -> 5
a : -29.0000, 6 -> 1
b : -588.0000, 6 -> 6
a : -539.0000, 7 -> 2
b : -562.0000, 7 -> 5
b : -1000.0000, 0 -> 5
a : 222.0000, 1 -> 5
a : -803.0000, 2 -> 5
b : 652.0000, 3 -> 4
a : 259.0000, 4 -> 6
a : 70.0000, 5 -> 7
b : -664.0000, 6 -> 1
b : 301.0000, 7 -> 4
b : 39.0000, 6 -> 3
