a : 875.0000, 0 -> 7
b : 557.0000, 0 -> 3
c : 116.0000, 0 -> 3
d : 979.0000, 0 -> 2
a : 158.0000, 1 -> 0
b : 304.0000, 1 -> 6
c : -395.0000, 1 -> 1
d : -309.0000, 1 -> 2
a : 314.0000, 2 -> 5
b : -970.0000, 2 -> 1
c : -220.0000, 2 -> 0
d : 959.0000, 2 -> 1
a : -643.0000, 3 -> 4
b : 453.0000, 3 -> 3
c : -534.0000, 3 -> 4
d : -478.0000, 3 -> 4
a : 776.0000, 4 -> 0
b : -960.0000, 4 -> 7
c : 825.0000, 4 -> 7
d : 237.0000, 4 -> 3
a : -639.0000, 5 -> 5
b : 502.0000, 5 -> 6
c : -846.0000, 5 -> 5
d : -3.0000, 5 -> 6
a : 631.0000, 6 -> 1
b : -128.0000, 6 -> 7
c : 272.0000, 6 -> 1
d : -271.0000, 6 -> 3
a : 56.0000, 7 -> 2
b : -767.0000, 7 -> 5
c : -780.0000, 7 -> 1
d : 580.0000, 7 -> 6
d : 57.0000, 0 -> 1
d : -245.0000, 0 -> 5
c : -223.0000, 1 -> 2
c : 931.0000, 1 -> 7
c : -403.0000, 2 -> 6
b : -819.0000, 2 -> 4
a : 488.0000, 3 -> 0
c : -214.0000, 3 -> 2
a : -533.0000, 4 -> 1
d : 553.0000, 4 -> 2
a : -886.0000, 5 -> 3
b : 946.0000, 5 -> 0
d : -402.0000, 6 -> 1
c : -228.0000, 6 -> 2
a : 734.0000, 7 -> 3
b : -415.0000, 7 -> 7
