a : -839.0000, 0 -> 6
b : -232.0000, 0 -> 2
c : 904.0000, 0 -> 2
d : 170.0000, 0 -> 6
a : -639.0000, 1 -> 3
b : 405.0000, 1 -> 7
c : -953.0000, 1 -> 7
d : -577.0000, 1 -> 6
a : -656.0000, 2 -> 6
b : 370.0000, 2 -> 5
c : 990.0000, 2 -> 1
d : 992.0000, 2 -> 1
a : -614.0000, 3 -> 3
b : -309.0000, 3 -> 6
c : -517.0000, 3 -> 5
d : 344.0000, 3 -> 7
a : 277.0000, 4 -> 1
b : 514.0000, 4 -> 1
c : -802.0000, 4 -> 1
d : 589.0000, 4 -> 5
a : 606.0000, 5 -> 7
b : 949.0000, 5 -> 1
c : 823.0000, 5 -> 1
d : 154.0000, 5 -> 4
a : 834.0000, 6 -> 2
b : -418.0000, 6 -> 4
c : -468.0000, 6 -> 7
d : -774.0000, 6 -> 5
a : -75.0000, 7 -> 1
b : -741.0000, 7 -> 1
c : 306.0000, 7 -> 5
d : -180.0000, 7 -> 6
c : 332.0000, 0 -> 0
d : 921.0000, 0 -> 4
d : 403.0000, 1 -> 2
c : 526.0000, 1 -> 2
b : 282.0000, 2 -> 2
d : -925.0000, 2 -> 0
a : 650.0000, 3 -> 2
d : 512.0000, 3 -> 4
d : 89.0000, 4 -> 0
a : 60.0000, 4 -> 6
c : 752.0000, 5 -> 2
b : 892.0000, 5 -> 0
a : 881.0000, 6 -> 3
b : -630.0000, 6 -> 7
d : -763.0000, 7 -> 1
c : -728.0000, 7 -> 2
