a : 678.0000, 0 -> 2
b : 417.0000, 0 -> 1
a : 592.0000, 1 -> 0
b : -624.0000, 1 -> 5
a : -53.0000, 2 -> 4
b : -454.0000, 2 -> 4
a : -90.0000, 3 -> 3
b : -736.0000, 3 -> 6
a : 719.0000, 4 -> 1
b : -7.0000, 4 -> 4
a : 762.0000, 5 -> 4
b : 667.0000, 5 -> 5
a : -130.0000, 6 -> 4
b : 624.0000, 6 -> 0
a : -643.0000, 7 -> 6
b : -312.0000, 7 -> 4
b : 122.0000, 0 -> 3
b : -801.0000, 1 -> 3
b : -412.0000, 2 -> 0
b : -967.0000, 3 -> 0
b : -90.0000, 4 -> 7
a : -82.0000, 5 -> 5
b : -565.0000, 6 -> 4
b : 693.0000, 7 -> 5
