a : -465.0000, 0 -> 1
b : 451.0000, 0 -> 0
a : -834.0000, 1 -> 1
b : 599.0000, 1 -> 0
a : 550.0000, 2 -> 4
b : 190.0000, 2 -> 4
a : 236.0000, 3 -> 1
b : -2.0000, 3 -> 6
a : 768.0000, 4 -> 5
b : 804.0000, 4 -> 0
a : -969.0000, 5 -> 1
b : 667.0000, 5 -> 3
a : -598.0000, 6 -> 7
b : 624.0000, 6 -> 2
a : -294.0000, 7 -> 4
b : -21.0000, 7 -> 6
a : 486.0000, 0 -> 3
b : -61.0000, 1 -> 3
a : 785.0000, 2 -> 6
b : 339.0000, 3 -> 1
b : -758.0000, 4 -> 3
b : -351.0000, 5 -> 7
b : -385.0000, 6 -> 7
b : -312.0000, 7 -> 7
