a : -712.0000, 0 -> 3
b : -563.0000, 0 -> 2
c : 685.0000, 0 -> 0
d : -295.0000, 0 -> 2
a : 923.0000, 1 -> 0
b : -878.0000, 1 -> 1
c : 556.0000, 1 -> 2
d : -459.0000, 1 -> 3
a : -487.0000, 2 -> 1
b : -826.0000, 2 -> 2
c : -443.0000, 2 -> 1
d : 817.0000, 2 -> 2
a : 169.0000, 3 -> 3
b : 533.0000, 3 -> 1
c : -444.0000, 3 -> 1
d : 113.0000, 3 -> 0
d : 599.0000, 0 -> 0
b : -757.0000, 0 -> 3
c : 431.0000, 1 -> 0
b : -320.0000, 1 -> 0
b : 776.0000, 2 -> 0
d : 27.0000, 2 -> 3
d : -478.0000, 3 -> 3
b : -745.0000, 3 -> 2
