a : -910.0000, 0 -> 0
b : -441.0000, 0 -> 1
c : 620.0000, 0 -> 2
d : 973.0000, 0 -> 1
a : 414.0000, 1 -> 0
b : 376.0000, 1 -> 0
c : 775.0000, 1 -> 0
d : 585.0000, 1 -> 1
a : 586.0000, 2 -> 1
b : 909.0000, 2 -> 5
c : 913.0000, 2 -> 1
d : -419.0000, 2 -> 4
a : -187.0000, 3 -> 0
b : -985.0000, 3 -> 0
c : 465.0000, 3 -> 5
d : -74.0000, 3 -> 2
a : -274.0000, 4 -> 1
b : -438.0000, 4 -> 7
c : -768.0000, 4 -> 0
d : -398.0000, 4 -> 3
a : -509.0000, 5 -> 6
b : -851.0000, 5 -> 0
c : -513.0000, 5 -> 3
d : 809.0000, 5 -> 7
a : -673.0000, 6 -> 6
b : -10.0000, 6 -> 5
c : 383.0000, 6 -> 7
d : -241.0000, 6 -> 3
a : 154.0000, 7 -> 5
b : 963.0000, 7 -> 3
c : 178.0000, 7 -> 0
d : -54.0000, 7 -> 6
b : -492.0000, 0 -> 2
a : 755.0000, 0 -> 6
d : -826.0000, 1 -> 4
d : -905.0000, 1 -> 6
c : -121.0000, 2 -> 2
b : 966.0000, 2 -> 4
b : 556.0000, 3 -> 5
a : 652.0000, 3 -> 7
a : 648.0000, 4 -> 4
a : 121.0000, 4 -> 0
b : -935.0000, 5 -> 5
c : 690.0000, 5 -> 2
d : -300.0000, 6 -> 5
b : 38.0000, 6 -> 1
b : -842.0000, 7 -> 0
a : -303.0000, 7 -> 0
