a : -451.0000, 0 -> 1
b : 438.0000, 0 -> 1
c : 781.0000, 0 -> 1
d : 602.0000, 0 -> 3
a : -818.0000, 1 -> 2
b : 100.0000, 1 -> 1
c : -637.0000, 1 -> 2
d : -494.0000, 1 -> 3
a : -394.0000, 2 -> 3
b : -12.0000, 2 -> 0
c : -369.0000, 2 -> 0
d : -139.0000, 2 -> 1
a : -107.0000, 3 -> 1
b : -66.0000, 3 -> 1
c : -614.0000, 3 -> 0
d : -883.0000, 3 -> 2
b : -733.0000, 0 -> 3
a : 846.0000, 0 -> 2
c : 83.0000, 1 -> 3
a : -866.0000, 1 -> 0
a : -785.0000, 2 -> 2
d : -215.0000, 2 -> 2
b : -176.0000, 3 -> 0
c : 923.0000, 3 -> 1
