a : 562.0000, 0 -> 1
b : 629.0000, 0 -> 5
c : 914.0000, 0 -> 2
d : -147.0000, 0 -> 4
a : -504.0000, 1 -> 3
b : 536.0000, 1 -> 3
c : 750.0000, 1 -> 7
d : -528.0000, 1 -> 5
a : 650.0000, 2 -> 2
b : -182.0000, 2 -> 5
c : 401.0000, 2 -> 5
d : 796.0000, 2 -> 1
a : 816.0000, 3 -> 3
b : -963.0000, 3 -> 5
c : 382.0000, 3 -> 4
d : 769.0000, 3 -> 0
a : 241.0000, 4 -> 7
b : 184.0000, 4 -> 0
c : -416.0000, 4 -> 7
d : -743.0000, 4 -> 6
a : -136.0000, 5 -> 5
b : -208.0000, 5 -> 2
c : -261.0000, 5 -> 1
d : -170.0000, 5 -> 2
a : -221.0000, 6 -> 3
b : -99.0000, 6 -> 0
c : 785.0000, 6 -> 7
d : 118.0000, 6 -> 2
a : -503.0000, 7 -> 7
b : -45.0000, 7 -> 6
c : -881.0000, 7 -> 2
d : 13.0000, 7 -> 4
c : 50.0000, 0 -> 4
a : -19.0000, 0 -> 3
d : -889.0000, 1 -> 4
b : -50.0000, 1 -> 2
a : -118.0000, 2 -> 7
c : 250.0000, 2 -> 7
b : 839.0000, 3 -> 3
b : 943.0000, 3 -> 2
a : -153.0000, 4 -> 0
a : -541.0000, 4 -> 4
c : -557.0000, 5 -> 6
c : -797.0000, 5 -> 4
b : 60.0000, 6 -> 6
a : -726.0000, 6 -> 6
a : -361.0000, 7 -> 1
a : -316.0000, 7 -> 0
