a : -212.0000, 0 -> 0
b : 668.0000, 0 -> 6
c : 237.0000, 0 -> 1
d : -112.0000, 0 -> 7
a : -451.0000, 1 -> 4
b : 346.0000, 1 -> 6
c : 100.0000, 1 -> 0
d : 449.0000, 1 -> 5
a : 291.0000, 2 -> 3
b : -779.0000, 2 -> 3
c : -808.0000, 2 -> 2
d : 581.0000, 2 -> 5
a : -895.0000, 3 -> 7
b : 446.0000, 3 -> 6
c : -292.0000, 3 -> 4
d : -479.0000, 3 -> 2
a : 965.0000, 4 -> 6
b : 872.0000, 4 -> 6
c : 352.0000, 4 -> 7
d : -811.0000, 4 -> 7
a : 328.0000, 5 -> 0
b : -377.0000, 5 -> 0
c : 956.0000, 5 -> 1
d : 533.0000, 5 -> 4
a : -664.0000, 6 -> 2
b : 488.0000, 6 -> 2
c : 594.0000, 6 -> 7
d : 176.0000, 6 -> 3
a : 764.0000, 7 -> 5
b : -644.0000, 7 -> 2
c : 376.0000, 7 -> 5
d : -463.0000, 7 -> 4
d : 174.0000, 0 -> 2
d : 594.0000, 0 -> 0
b : -852.0000, 1 -> 5
d : -574.0000, 1 -> 1
d : 939.0000, 2 -> 7
b : 1.0000, 2 -> 4
a : 478.0000, 3 -> 2
a : -955.0000, 3 -> 5
d : 976.0000, 4 -> 5
c : -232.0000, 4 -> 5
b : 719.0000, 5 -> 2
b : 512.0000, 5 -> 6
b : 746.0000, 6 -> 4
b : -325.0000, 6 -> 7
d : -275.0000, 7 -> 2
b : 893.0000, 7 -> 0
