a : -703.0000, 0 -> 5
b : 504.0000, 0 -> 1
a : 164.0000, 1 -> 3
b : 645.0000, 1 -> 5
a : 981.0000, 2 -> 3
b : -964.0000, 2 -> 3
a : 933.0000, 3 -> 4
b : 909.0000, 3 -> 1
a : -986.0000, 4 -> 4
b : 570.0000, 4 -> 7
a : 888.0000, 5 -> 2
b : 500.0000, 5 -> 4
a : -731.0000, 6 -> 4
b : 105.0000, 6 -> 3
a : -743.0000, 7 -> 7
b : -174.0000, 7 -> 4
b : 209.0000, 0 -> 6
b : 374.0000, 1 -> 2
b : -629.0000, 2 -> 4
a : 496.0000, 3 -> 1
a : 558.0000, 4 -> 7
b : 611.0000, 5 -> 2
b : -738.0000, 6 -> 0
b : 779.0000, 7 -> 2
