a : 498.0000, 0 -> 2
b : -24.0000, 0 -> 1
c : 117.0000, 0 -> 0
d : -515.0000, 0 -> 3
a : -61.0000, 1 -> 0
b : 426.0000, 1 -> 3
c : -59.0000, 1 -> 1
d : 407.0000, 1 -> 1
a : 176.0000, 2 -> 2
b : 233.0000, 2 -> 0
c : 579.0000, 2 -> 0
d : -583.0000, 2 -> 0
a : -821.0000, 3 -> 1
b : 264.0000, 3 -> 2
c : -330.0000, 3 -> 2
d : -11.0000, 3 -> 3
a : -783.0000, 0 -> 0
a : 718.0000, 0 -> 1
d : -754.0000, 1 -> 0
d : 1.0000, 1 -> 2
c : 403.0000, 2 -> 3
b : -926.0000, 2 -> 1
d : -975.0000, 3 -> 0
a : -761.0000, 3 -> 2
