a : 324.0000, 0 -> 2
b : -624.0000, 0 -> 0
c : 241.0000, 0 -> 2
d : -383.0000, 0 -> 0
a : -272.0000, 1 -> 3
b : -714.0000, 1 -> 1
c : 720.0000, 1 -> 1
d : -362.0000, 1 -> 0
a : -126.0000, 2 -> 2
b : -967.0000, 2 -> 1
c : 835.0000, 2 -> 3
d : -553.0000, 2 -> 0
a : 191.0000, 3 -> 2
b : 364.0000, 3 -> 0
c : 450.0000, 3 -> 3
d : 130.0000, 3 -> 1
c : 606.0000, 0 -> 1
a : 86.0000, 0 -> 1
b : 689.0000, 1 -> 2
a : 526.0000, 1 -> 1
a : 151.0000, 2 -> 0
d : 312.0000, 2 -> 3
d : -964.0000, 3 -> 0
a : -148.0000, 3 -> 3
