a : -495.0000, 0 -> 4
b : 558.0000, 0 -> 7
c : 23.0000, 0 -> 3
d : 934.0000, 0 -> 6
a : 23.0000, 1 -> 0
b : -795.0000, 1 -> 2
c : -655.0000, 1 -> 5
d : -173.0000, 1 -> 7
a : -488.0000, 2 -> 4
b : 153.0000, 2 -> 0
c : -391.0000, 2 -> 2
d : -592.0000, 2 -> 2
a : -662.0000, 3 -> 2
b : -828.0000, 3 -> 5
c : -93.0000, 3 -> 0
d : -931.0000, 3 -> 0
a : 263.0000, 4 -> 6
b : 979.0000, 4 -> 2
c : 622.0000, 4 -> 0
d : -374.0000, 4 -> 3
a : -556.0000, 5 -> 0
b : -177.0000, 5 -> 7
c : -239.0000, 5 -> 4
d : -152.0000, 5 -> 0
a : 689.0000, 6 -> 6
b : -490.0000, 6 -> 5
c : 247.0000, 6 -> 0
d : 556.0000, 6 -> 1
a : 494.0000, 7 -> 5
b : -788.0000, 7 -> 4
c : 202.0000, 7 -> 6
d : -860.0000, 7 -> 4
d : 951.0000, 0 -> 1
b : -304.0000, 0 -> 2
a : -62.0000, 1 -> 6
c : 245.0000, 1 -> 6
d : -226.0000, 2 -> 5
c : -950.0000, 2 -> 4
a : 888.0000, 3 -> 0
a : 43.0000, 3 -> 4
a : -186.0000, 4 -> 4
d : -447.0000, 4 -> 0
d : -686.0000, 5 -> 5
c : -478.0000, 5 -> 3
a : -527.0000, 6 -> 2
d : -774.0000, 6 -> 4
c : 213.0000, 7 -> 5
c : 83.0000, 7 -> 3
