a : -502.0000, 0 -> 1
b : -767.0000, 0 -> 6
c : 773.0000, 0 -> 3
d : -963.0000, 0 -> 1
a : 822.0000, 1 -> 1
b : 584.0000, 1 -> 2
c : -471.0000, 1 -> 4
d : 492.0000, 1 -> 5
a : 113.0000, 2 -> 7
b : -873.0000, 2 -> 6
c : -92.0000, 2 -> 7
d : 115.0000, 2 -> 0
a : -47.0000, 3 -> 0
b : 509.0000, 3 -> 2
c : -840.0000, 3 -> 2
d : -909.0000, 3 -> 6
a : -325.0000, 4 -> 4
b : -694.0000, 4 -> 0
c : 93.0000, 4 -> 6
d : 166.0000, 4 -> 3
a : 846.0000, 5 -> 5
b : -881.0000, 5 -> 6
c : -844.0000, 5 -> 2
d : 436.0000, 5 -> 1
a : -993.0000, 6 -> 0
b : 41.0000, 6 -> 6
c : -269.0000, 6 -> 0
d : -162.0000, 6 -> 1
a : 951.0000, 7 -> 1
b : 653.0000, 7 -> 6
c : 746.0000, 7 -> 5
d : 51.0000, 7 -> 0
a : -221.0000, 0 -> 3
a : 741.0000, 0 -> 0
d : 855.0000, 1 -> 6
b : -384.0000, 1 -> 5
c : -515.0000, 2 -> 0
a : -862.0000, 2 -> 0
d : 194.0000, 3 -> 2
c : -300.0000, 3 -> 6
b : 942.0000, 4 -> 5
a : 701.0000, 4 -> 0
d : -852.0000, 5 -> 2
b : -192.0000, 5 -> 7
b : 834.0000, 6 -> 5
a : -500.0000, 6 -> 2
a : -265.0000, 7 -> 6
b : -879.0000, 7 -> 3
