a : -822.0000, 0 -> 6
b : 923.0000, 0 -> 6
a : 850.0000, 1 -> 2
b : 475.0000, 1 -> 7
a : 402.0000, 2 -> 2
b : 139.0000, 2 -> 6
a : -697.0000, 3 -> 0
b : 560.0000, 3 -> 5
a : -895.0000, 4 -> 3
b : 58.0000, 4 -> 1
a : -133.0000, 5 -> 7
b : 685.0000, 5 -> 5
a : 890.0000, 6 -> 1
b : 822.0000, 6 -> 2
a : -398.0000, 7 -> 0
b : 559.0000, 7 -> 5
a : -377.0000, 0 -> 1
a : -872.0000, 1 -> 4
b : 80.0000, 2 -> 5
a : 755.0000, 3 -> 3
a : 493.0000, 4 -> 6
b : -384.0000, 5 -> 6
b : 535.0000, 6 -> 4
a : 37.0000, 7 -> 6
