a : -286.0000, 0 -> 4
b : -738.0000, 0 -> 3
a : -385.0000, 1 -> 7
b : -976.0000, 1 -> 7
a : 376.0000, 2 -> 7
b : 161.0000, 2 -> 2
a : 977.0000, 3 -> 5
b : 343.0000, 3 -> 7
a : 199.0000, 4 -> 6
b : -12.0000, 4 -> 6
a : 202.0000, 5 -> 3
b : 244.0000, 5 -> 4
a : -97.0000, 6 -> 5
b : 444.0000, 6 -> 6
a : 737.0000, 7 -> 3
b : -900.0000, 7 -> 4
b : -950.0000, 0 -> 5
b : -53.0000, 1 -> 2
a : 865.0000, 2 -> 3
b : 622.0000, 3 -> 4
a : 143.0000, 4 -> 1
a : -374.0000, 5 -> 4
b : -461.0000, 6 -> 3
a : 582.0000, 7 -> 4
