a : -984.0000, 0 -> 3
b : -761.0000, 0 -> 5
c : 946.0000, 0 -> 3
d : -532.0000, 0 -> 6
a : -438.0000, 1 -> 7
b : 404.0000, 1 -> 0
c : 489.0000, 1 -> 3
d : -709.0000, 1 -> 1
a : -711.0000, 2 -> 3
b : 461.0000, 2 -> 2
c : -535.0000, 2 -> 7
d : 869.0000, 2 -> 4
a : 116.0000, 3 -> 0
b : 707.0000, 3 -> 3
c : 173.0000, 3 -> 0
d : -301.0000, 3 -> 2
a : -361.0000, 4 -> 2
b : -543.0000, 4 -> 4
c : 791.0000, 4 -> 7
d : 806.0000, 4 -> 0
a : 299.0000, 5 -> 2
b : -882.0000, 5 -> 4
c : -100.0000, 5 -> 3
d : 256.0000, 5 -> 7
a : -496.0000, 6 -> 6
b : 153.0000, 6 -> 6
c : 589.0000, 6 -> 6
d : 505.0000, 6 -> 1
a : 167.0000, 7 -> 4
b : -338.0000, 7 -> 5
c : 983.0000, 7 -> 2
d : -416.0000, 7 -> 2
a : -840.0000, 0 -> 0
d : 130.0000, 0 -> 2
a : -748.0000, 1 -> 1
a : 821.0000, 1 -> 0
c : 111.0000, 2 -> 2
b : -598.0000, 2 -> 7
a : -972.0000, 3 -> 7
c : -491.0000, 3 -> 6
b : -911.0000, 4 -> 6
a : -607.0000, 4 -> 3
d : -105.0000, 5 -> 3
a : -75.0000, 5 -> 4
b : -385.0000, 6 -> 5
a : 392.0000, 6 -> 5
a : 688.0000, 7 -> 6
c : 93.0000, 7 -> 0
