a : -874.0000, 0 -> 1
b : 774.0000, 0 -> 7
a : 519.0000, 1 -> 0
b : 664.0000, 1 -> 6
a : 306.0000, 2 -> 0
b : 624.0000, 2 -> 4
a : 303.0000, 3 -> 7
b : -813.0000, 3 -> 3
a : -121.0000, 4 -> 6
b : 461.0000, 4 -> 5
a : -724.0000, 5 -> 7
b : 152.0000, 5 -> 0
a : -556.0000, 6 -> 3
b : -636.0000, 6 -> 2
a : -426.0000, 7 -> 3
b : -864.0000, 7 -> 0
a : -146.0000, 0 -> 2
b : -572.0000, 1 -> 2
b : -879.0000, 2 -> 0
a : 549.0000, 3 -> 3
a : -901.0000, 4 -> 2
a : -226.0000, 5 -> 1
a : 174.0000, 6 -> 0
a : -659.0000, 7 -> 4
