a : 950.0000, 0 -> 6
b : 256.0000, 0 -> 4
a : 280.0000, 1 -> 7
b : 663.0000, 1 -> 6
a : -914.0000, 2 -> 2
b : -22.0000, 2 -> 4
a : 602.0000, 3 -> 7
b : 732.0000, 3 -> 1
a : 58.0000, 4 -> 4
b : 51.0000, 4 -> 2
a : -192.0000, 5 -> 4
b : -770.0000, 5 -> 7
a : -200.0000, 6 -> 5
b : -246.0000, 6 -> 7
a : 949.0000, 7 -> 2
b : 288.0000, 7 -> 0
b : -125.0000, 0 -> 1
b : -357.0000, 1 -> 1
b : -943.0000, 2 -> 5
b : -575.0000, 3 -> 5
a : -694.0000, 4 -> 3
a : -773.0000, 5 -> 5
a : -112.0000, 6 -> 7
b : -574.0000, 7 -> 7
