a : -763.0000, 0 -> 0
b : -528.0000, 0 -> 4
a : -592.0000, 1 -> 3
b : -706.0000, 1 -> 5
a : -393.0000, 2 -> 1
b : -572.0000, 2 -> 4
a : -529.0000, 3 -> 5
b : 77.0000, 3 -> 0
a : -243.0000, 4 -> 0
b : 170.0000, 4 -> 5
a : -373.0000, 5 -> 1
b : -224.0000, 5 -> 3
a : 972.0000, 6 -> 3
b : 675.0000, 6 -> 6
a : -586.0000, 7 -> 2
b : -495.0000, 7 -> 3
a : 380.0000, 0 -> 7
b : -585.0000, 1 -> 2
a : -850.0000, 2 -> 0
a : 777.0000, 3 -> 0
a : 242.0000, 4 -> 2
b : -771.0000, 5 -> 6
b : -477.0000, 6 -> 7
a : -771.0000, 7 -> 3
