a : -978.0000, 0 -> 4
b : 549.0000, 0 -> 5
a : -225.0000, 1 -> 0
b : -853.0000, 1 -> 5
a : -466.0000, 2 -> 5
b : 606.0000, 2 -> 0
a : 465.0000, 3 -> 6
b : -836.0000, 3 -> 0
a : -456.0000, 4 -> 1
b : 542.0000, 4 -> 7
a : -29.0000, 5 -> 2
b : 30.0000, 5 -> 6
a : 77.0000, 6 -> 7
b : -289.0000, 6 -> 3
a : 590.0000, 7 -> 1
b : -395.0000, 7 -> 4
a : 787.0000, 0 -> 7
b : 176.0000, 1 -> 7
a : -357.0000, 2 -> 6
a : -214.0000, 3 -> 2
a : 196.0000, 4 -> 5
b : -932.0000, 5 -> 4
b : -846.0000, 6 -> 4
a : 896.0000, 7 -> 4
