a : 916.0000, 0 -> 5
b : -306.0000, 0 -> 3
c : 28.0000, 0 -> 1
d : 916.0000, 0 -> 1
a : 722.0000, 1 -> 7
b : 36.0000, 1 -> 3
c : 620.0000, 1 -> 7
d : -409.0000, 1 -> 3
a : -179.0000, 2 -> 5
b : 759.0000, 2 -> 6
c : -520.0000, 2 -> 1
d : 452.0000, 2 -> 6
a : -237.0000, 3 -> 0
b : -340.0000, 3 -> 4
c : 379.0000, 3 -> 3
d : 193.0000, 3 -> 5
a : 671.0000, 4 -> 1
b : 660.0000, 4 -> 4
c : 343.0000, 4 -> 0
d : 336.0000, 4 -> 5
a : -661.0000, 5 -> 4
b : 538.0000, 5 -> 6
c : 869.0000, 5 -> 7
d : 121.0000, 5 -> 6
a : 923.0000, 6 -> 5
b : 805.0000, 6 -> 2
c : 205.0000, 6 -> 1
d : -899.0000, 6 -> 7
a : 328.0000, 7 -> 7
b : 329.0000, 7 -> 2
c : -286.0000, 7 -> 4
d : -518.0000, 7 -> 2
b : 339.0000, 0 -> 6
a : -900.0000, 0 -> 1
b : 622.0000, 1 -> 7
a : 368.0000, 1 -> 3
d : -771.0000, 2 -> 2
b : -312.0000, 2 -> 1
a : -91.0000, 3 -> 1
c : 440.0000, 3 -> 2
b : 249.0000, 4 -> 6
a : 49.0000, 4 -> 0
a : -947.0000, 5 -> 7
d : -81.0000, 5 -> 0
a : 132.0000, 6 -> 7
b : -486.0000, 6 -> 0
b : -692.0000, 7 -> 6
c : -928.0000, 7 -> 5
