a : 492.0000, 0 -> 7
b : -687.0000, 0 -> 5
c : 569.0000, 0 -> 4
d : 656.0000, 0 -> 1
a : -650.0000, 1 -> 4
b : -64.0000, 1 -> 0
c : 149.0000, 1 -> 5
d : -895.0000, 1 -> 5
a : -350.0000, 2 -> 3
b : 860.0000, 2 -> 0
c : 127.0000, 2 -> 4
d : -513.0000, 2 -> 0
a : 385.0000, 3 -> 5
b : -639.0000, 3 -> 7
c : -970.0000, 3 -> 4
d : -978.0000, 3 -> 0
a : -729.0000, 4 -> 3
b : -754.0000, 4 -> 7
c : 126.0000, 4 -> 7
d : -321.0000, 4 -> 2
a : 660.0000, 5 -> 6
b : 905.0000, 5 -> 4
c : 792.0000, 5 -> 5
d : -486.0000, 5 -> 2
a : 128.0000, 6 -> 0
b : -128.0000, 6 -> 3
c : 305.0000, 6 -> 3
d : 777.0000, 6 -> 4
a : 121.0000, 7 -> 6
b : 487.0000, 7 -> 3
c : 213.0000, 7 -> 4
d : -351.0000, 7 -> 4
a : 956.0000, 0 -> 1
d : 64.0000, 0 -> 3
a : -66.0000, 1 -> 1
c : 924.0000, 1 -> 0
a : -440.0000, 2 -> 4
d : 375.0000, 2 -> 2
d : 493.0000, 3 -> 7
c : 940.0000, 3 -> 7
d : 97.0000, 4 -> 3
d : -308.0000, 4 -> 0
b : -33.0000, 5 -> 1
d : 341.0000, 5 -> 4
a : 919.0000, 6 -> 1
c : -466.0000, 6 -> 6
d : 501.0000, 7 -> 6
c : -637.0000, 7 -> 7
