a : 195.0000, 0 -> 7
b : -514.0000, 0 -> 1
c : 830.0000, 0 -> 7
d : -205.0000, 0 -> 6
a : -502.0000, 1 -> 5
b : 905.0000, 1 -> 1
c : -767.0000, 1 -> 6
d : -529.0000, 1 -> 1
a : 694.0000, 2 -> 2
b : -813.0000, 2 -> 5
c : -312.0000, 2 -> 0
d : 127.0000, 2 -> 1
a : -350.0000, 3 -> 4
b : 999.0000, 3 -> 2
c : 356.0000, 3 -> 4
d : 103.0000, 3 -> 2
a : -317.0000, 4 -> 0
b : -734.0000, 4 -> 1
c : -165.0000, 4 -> 6
d : 248.0000, 4 -> 0
a : 327.0000, 5 -> 6
b : -802.0000, 5 -> 1
c : 516.0000, 5 -> 0
d : 681.0000, 5 -> 2
a : 926.0000, 6 -> 5
b : 737.0000, 6 -> 2
c : -247.0000, 6 -> 1
d : 170.0000, 6 -> 7
a : 884.0000, 7 -> 1
b : -231.0000, 7 -> 1
c : -9.0000, 7 -> 5
d : -757.0000, 7 -> 6
d : -690.0000, 0 -> 5
d : 697.0000, 0 -> 7
c : 395.0000, 1 -> 7
c : -657.0000, 1 -> 0
a : 543.0000, 2 -> 5
a : 957.0000, 2 -> 4
c : 715.0000, 3 -> 3
a : -771.0000, 3 -> 3
a : -207.0000, 4 -> 2
d : 587.0000, 4 -> 5
a : -771.0000, 5 -> 2
a : -885.0000, 5 -> 1
c : 755.0000, 6 -> 0
b : -857.0000, 6 -> 4
a : 850.0000, 7 -> 0
a : -380.0000, 7 -> 3
