a : -537.0000, 0 -> 2
b : 705.0000, 0 -> 1
c : 155.0000, 0 -> 2
d : 841.0000, 0 -> 0
a : -950.0000, 1 -> 1
b : 735.0000, 1 -> 2
c : 766.0000, 1 -> 1
d : 570.0000, 1 -> 0
a : 931.0000, 2 -> 1
b : 807.0000, 2 -> 1
c : -452.0000, 2 -> 0
d : -289.0000, 2 -> 3
a : -602.0000, 3 -> 2
b : -526.0000, 3 -> 2
c : 501.0000, 3 -> 1
d : -748.0000, 3 -> 3
a : 839.0000, 0 -> 1
c : 283.0000, 0 -> 0
c : 962.0000, 1 -> 2
b : 938.0000, 1 -> 3
b : -935.0000, 2 -> 3
a : -239.0000, 2 -> 3
d : 575.0000, 3 -> 1
b : -532.0000, 3 -> 3
