a : -374.0000, 0 -> 7
b : 9.0000, 0 -> 5
a : 86.0000, 1 -> 7
b : -122.0000, 1 -> 7
a : -161.0000, 2 -> 0
b : -9.0000, 2 -> 4
a : -718.0000, 3 -> 7
b : -112.0000, 3 -> 5
a : 597.0000, 4 -> 3
b : -934.0000, 4 -> 2
a : 427.0000, 5 -> 3
b : 504.0000, 5 -> 3
a : 179.0000, 6 -> 1
b : 669.0000, 6 -> 2
a : 369.0000, 7 -> 3
b : -154.0000, 7 -> 4
a : 532.0000, 0 -> 3
a : -504.0000, 1 -> 6
a : 839.0000, 2 -> 5
b : -755.0000, 3 -> 1
b : 935.0000, 4 -> 0
b : 163.0000, 5 -> 6
b : -126.0000, 6 -> 3
a : 820.0000, 7 -> 7
