a : 553.0000, 0 -> 2
b : -835.0000, 0 -> 3
c : 243.0000, 0 -> 7
d : -763.0000, 0 -> 1
a : -64.0000, 1 -> 0
b : 84.0000, 1 -> 4
c : 94.0000, 1 -> 4
d : 732.0000, 1 -> 3
a : -799.0000, 2 -> 5
b : 654.0000, 2 -> 6
c : 362.0000, 2 -> 6
d : 321.0000, 2 -> 2
a : -309.0000, 3 -> 3
b : 710.0000, 3 -> 3
c : 641.0000, 3 -> 3
d : -163.0000, 3 -> 6
a : -665.0000, 4 -> 6
b : 186.0000, 4 -> 3
c : 846.0000, 4 -> 4
d : 270.0000, 4 -> 7
a : -840.0000, 5 -> 6
b : 135.0000, 5 -> 2
c : 335.0000, 5 -> 7
d : 55.0000, 5 -> 7
a : 896.0000, 6 -> 0
b : 807.0000, 6 -> 1
c : 923.0000, 6 -> 0
d : -643.0000, 6 -> 6
a : -332.0000, 7 -> 2
b : -772.0000, 7 -> 2
c : 672.0000, 7 -> 4
d : -116.0000, 7 -> 4
b : -836.0000, 0 -> 0
c : -755.0000, 0 -> 2
a : 447.0000, 1 -> 4
b : -412.0000, 1 -> 2
a : -44.0000, 2 -> 0
a : 682.0000, 2 -> 6
c : 9.0000, 3 -> 7
b : -991.0000, 3 -> 2
b : 401.0000, 4 -> 6
c : 334.0000, 4 -> 5
d : -43.0000, 5 -> 2
c : 80.0000, 5 -> 3
d : 849.0000, 6 -> 3
b : -368.0000, 6 -> 4
d : -268.0000, 7 -> 3
d : -20.0000, 7 -> 7
