a : 696.0000, 0 -> 4
b : 205.0000, 0 -> 2
a : -884.0000, 1 -> 5
b : 290.0000, 1 -> 4
a : -306.0000, 2 -> 6
b : 83.0000, 2 -> 0
a : 875.0000, 3 -> 6
b : -775.0000, 3 -> 7
a : 716.0000, 4 -> 1
b : 4.0000, 4 -> 0
a : -768.0000, 5 -> 5
b : -513.0000, 5 -> 5
a : 575.0000, 6 -> 0
b : 573.0000, 6 -> 5
a : 945.0000, 7 -> 3
b : -493.0000, 7 -> 2
a : 492.0000, 0 -> 0
b : -258.0000, 1 -> 2
a : -943.0000, 2 -> 1
a : -163.0000, 3 -> 0
a : -229.0000, 4 -> 2
a : -75.0000, 5 -> 4
b : -630.0000, 6 -> 2
a : -696.0000, 7 -> 6
b : -856.0000, 4 -> 7
