a : 112.0000, 0 -> 2
b : -93.0000, 0 -> 2
a : 807.0000, 1 -> 3
b : 13.0000, 1 -> 4
a : -676.0000, 2 -> 0
b : -371.0000, 2 -> 6
a : -969.0000, 3 -> 1
b : 833.0000, 3 -> 5
a : 542.0000, 4 -> 4
b : 394.0000, 4 -> 7
a : 661.0000, 5 -> 1
b : -478.0000, 5 -> 7
a : 772.0000, 6 -> 4
b : -523.0000, 6 -> 1
a : 700.0000, 7 -> 2
b : -946.0000, 7 -> 2
b : 170.0000, 0 -> 6
a : -366.0000, 1 -> 2
b : 232.0000, 2 -> 1
b : 663.0000, 3 -> 4
a : -303.0000, 4 -> 2
a : 545.0000, 5 -> 0
b : 107.0000, 6 -> 3
b : -715.0000, 7 -> 3
