a : 622.0000, 0 -> 6
b : 90.0000, 0 -> 4
c : -876.0000, 0 -> 1
d : -52.0000, 0 -> 7
a : 71.0000, 1 -> 1
b : 698.0000, 1 -> 4
c : 209.0000, 1 -> 3
d : -773.0000, 1 -> 4
a : 881.0000, 2 -> 1
b : -2.0000, 2 -> 7
c : -83.0000, 2 -> 6
d : 545.0000, 2 -> 7
a : 938.0000, 3 -> 2
b : 231.0000, 3 -> 2
c : 532.0000, 3 -> 7
d : 704.0000, 3 -> 1
a : 973.0000, 4 -> 3
b : -964.0000, 4 -> 0
c : -436.0000, 4 -> 6
d : -340.0000, 4 -> 2
a : -91.0000, 5 -> 1
b : 185.0000, 5 -> 4
c : 15.0000, 5 -> 7
d : -235.0000, 5 -> 7
a : 683.0000, 6 -> 3
b : 777.0000, 6 -> 1
c : 465.0000, 6 -> 4
d : -667.0000, 6 -> 4
a : -835.0000, 7 -> 2
b : 755.0000, 7 -> 2
c : 644.0000, 7 -> 1
d : -489.0000, 7 -> 6
b : -3.0000, 0 -> 2
b : 920.0000, 0 -> 1
a : 559.0000, 1 -> 3
b : 757.0000, 1 -> 2
c : -775.0000, 2 -> 0
b : 383.0000, 2 -> 2
d : 567.0000, 3 -> 2
c : 775.0000, 3 -> 1
a : 232.0000, 4 -> 5
b : 427.0000, 4 -> 6
b : -583.0000, 5 -> 5
d : 23.0000, 5 -> 2
d : 168.0000, 6 -> 0
c : 376.0000, 6 -> 6
b : 260.0000, 7 -> 7
b : -717.0000, 7 -> 5
