a : -311.0000, 0 -> 1
b : -253.0000, 0 -> 2
c : -489.0000, 0 -> 3
d : -231.0000, 0 -> 1
a : -730.0000, 1 -> 2
b : -736.0000, 1 -> 0
c : 824.0000, 1 -> 3
d : -730.0000, 1 -> 2
a : -459.0000, 2 -> 1
b : -35.0000, 2 -> 1
c : 160.0000, 2 -> 3
d : 732.0000, 2 -> 0
a : -808.0000, 3 -> 1
b : 334.0000, 3 -> 2
c : 933.0000, 3 -> 3
d : 385.0000, 3 -> 0
c : 904.0000, 0 -> 2
b : 528.0000, 0 -> 1
b : -37.0000, 1 -> 1
b : 344.0000, 1 -> 2
b : -161.0000, 2 -> 2
c : -343.0000, 2 -> 1
b : 780.0000, 3 -> 0
d : 68.0000, 3 -> 1
