a : -648.0000, 0 -> 1
b : -829.0000, 0 -> 0
c : 887.0000, 0 -> 1
d : 856.0000, 0 -> 3
a : 337.0000, 1 -> 3
b : -339.0000, 1 -> 1
c : -798.0000, 1 -> 1
d : 708.0000, 1 -> 4
a : 164.0000, 2 -> 6
b : 955.0000, 2 -> 2
c : -110.0000, 2 -> 4
d : -56.0000, 2 -> 4
a : -883.0000, 3 -> 6
b : -759.0000, 3 -> 0
c : 72.0000, 3 -> 4
d : 139.0000, 3 -> 0
a : -752.0000, 4 -> 6
b : -275.0000, 4 -> 0
c : -584.0000, 4 -> 7
d : -962.0000, 4 -> 0
a : -697.0000, 5 -> 4
b : -326.0000, 5 -> 3
c : 422.0000, 5 -> 4
d : -697.0000, 5 -> 3
a : 742.0000, 6 -> 5
b : -185.0000, 6 -> 1
c : -471.0000, 6 -> 4
d : 686.0000, 6 -> 2
a : 971.0000, 7 -> 4
b : 142.0000, 7 -> 2
c : -510.0000, 7 -> 5
d : -87.0000, 7 -> 1
d : -368.0000, 0 -> 6
d : -475.0000, 0 -> 2
d : 977.0000, 1 -> 1
c : -447.0000, 1 -> 5
c : -137.0000, 2 -> 5
d : -121.0000, 2 -> 7
d : 43.0000, 3 -> 7
c : 101.0000, 3 -> 2
a : 757.0000, 4 -> 0
d : -400.0000, 4 -> 5
a : -142.0000, 5 -> 7
a : -263.0000, 5 -> 0
d : -86.0000, 6 -> 0
a : -687.0000, 6 -> 1
d : 319.0000, 7 -> 6
d : 187.0000, 7 -> 4
