a : -80.0000, 0 -> 3
b : -783.0000, 0 -> 2
c : -607.0000, 0 -> 1
d : -923.0000, 0 -> 0
a : -165.0000, 1 -> 3
b : -900.0000, 1 -> 3
c : -617.0000, 1 -> 2
d : 984.0000, 1 -> 0
a : 643.0000, 2 -> 1
b : 279.0000, 2 -> 2
c : 132.0000, 2 -> 2
d : 261.0000, 2 -> 2
a : -894.0000, 3 -> 3
b : 101.0000, 3 -> 0
c : 324.0000, 3 -> 1
d : -685.0000, 3 -> 3
b : -341.0000, 0 -> 0
d : 339.0000, 0 -> 1
b : -266.0000, 1 -> 1
a : 533.0000, 1 -> 1
d : 343.0000, 2 -> 1
c : -66.0000, 2 -> 3
a : -108.0000, 3 -> 1
c : -259.0000, 3 -> 0
