a : -9.0000, 0 -> 0
b : -434.0000, 0 -> 3
c : -153.0000, 0 -> 3
d : 72.0000, 0 -> 1
a : 258.0000, 1 -> 1
b : -811.0000, 1 -> 2
c : -235.0000, 1 -> 0
d : -420.0000, 1 -> 0
a : -150.0000, 2 -> 2
b : -263.0000, 2 -> 3
c : -468.0000, 2 -> 2
d : -305.0000, 2 -> 1
a : -308.0000, 3 -> 1
b : 98.0000, 3 -> 3
c : -180.0000, 3 -> 3
d : -74.0000, 3 -> 3
d : -399.0000, 0 -> 2
d : 12.0000, 0 -> 0
a : 724.0000, 1 -> 3
c : 464.0000, 1 -> 3
a : -297.0000, 2 -> 3
a : -54.0000, 2 -> 0
d : -883.0000, 3 -> 0
a : 402.0000, 3 -> 0
