a : 148.0000, 0 -> 4
b : -290.0000, 0 -> 3
c : -650.0000, 0 -> 1
d : -652.0000, 0 -> 6
a : 390.0000, 1 -> 1
b : 955.0000, 1 -> 4
c : 398.0000, 1 -> 7
d : 195.0000, 1 -> 4
a : -656.0000, 2 -> 0
b : -679.0000, 2 -> 0
c : 851.0000, 2 -> 2
d : 621.0000, 2 -> 1
a : -595.0000, 3 -> 6
b : 5.0000, 3 -> 7
c : -151.0000, 3 -> 4
d : 65.0000, 3 -> 6
a : 603.0000, 4 -> 7
b : -652.0000, 4 -> 0
c : -617.0000, 4 -> 0
d : -617.0000, 4 -> 4
a : -762.0000, 5 -> 6
b : 672.0000, 5 -> 3
c : 621.0000, 5 -> 5
d : 68.0000, 5 -> 5
a : 822.0000, 6 -> 6
b : 879.0000, 6 -> 3
c : 951.0000, 6 -> 6
d : -990.0000, 6 -> 3
a : -367.0000, 7 -> 2
b : -189.0000, 7 -> 6
c : 440.0000, 7 -> 5
d : 72.0000, 7 -> 5
a : -69.0000, 0 -> 6
b : 216.0000, 0 -> 1
b : 870.0000, 1 -> 5
c : -921.0000, 1 -> 6
a : 58.0000, 2 -> 2
d : 215.0000, 2 -> 2
a : -633.0000, 3 -> 0
a : 983.0000, 3 -> 4
c : -463.0000, 4 -> 3
a : -993.0000, 4 -> 2
a : 536.0000, 5 -> 4
b : 271.0000, 5 -> 5
a : 175.0000, 6 -> 4
d : -932.0000, 6 -> 0
d : -944.0000, 7 -> 4
b : 541.0000, 7 -> 3
