a : -208.0000, 0 -> 3
b : 964.0000, 0 -> 5
c : -849.0000, 0 -> 6
d : -55.0000, 0 -> 3
a : 90.0000, 1 -> 6
b : 533.0000, 1 -> 4
c : -222.0000, 1 -> 5
d : -448.0000, 1 -> 5
a : -313.0000, 2 -> 1
b : -182.0000, 2 -> 0
c : 129.0000, 2 -> 3
d : -818.0000, 2 -> 5
a : -638.0000, 3 -> 6
b : -848.0000, 3 -> 2
c : 228.0000, 3 -> 0
d : 889.0000, 3 -> 4
a : 43.0000, 4 -> 0
b : 569.0000, 4 -> 1
c : -746.0000, 4 -> 3
d : -868.0000, 4 -> 3
a : -126.0000, 5 -> 0
b : 275.0000, 5 -> 2
c : 602.0000, 5 -> 7
d : -140.0000, 5 -> 5
a : 780.0000, 6 -> 6
b : -35.0000, 6 -> 4
c : 481.0000, 6 -> 4
d : 379.0000, 6 -> 7
a : -892.0000, 7 -> 5
b : -624.0000, 7 -> 7
c : 416.0000, 7 -> 1
d : 328.0000, 7 -> 6
b : -347.0000, 0 -> 2
d : 112.0000, 0 -> 5
b : 568.0000, 1 -> 2
a : -169.0000, 1 -> 5
b : 201.0000, 2 -> 4
c : -594.0000, 2 -> 0
c : -142.0000, 3 -> 3
b : -458.0000, 3 -> 1
c : -911.0000, 4 -> 1
d : -186.0000, 4 -> 2
b : -844.0000, 5 -> 4
b : 584.0000, 5 -> 1
d : -284.0000, 6 -> 0
d : 174.0000, 6 -> 6
d : -971.0000, 7 -> 2
b : 880.0000, 7 -> 1
