a : 364.0000, 0 -> 0
b : 358.0000, 0 -> 1
c : 689.0000, 0 -> 3
d : -985.0000, 0 -> 0
a : 270.0000, 1 -> 0
b : -598.0000, 1 -> 0
c : -88.0000, 1 -> 1
d : -545.0000, 1 -> 0
a : -53.0000, 2 -> 0
b : 961.0000, 2 -> 0
c : 436.0000, 2 -> 2
d : -531.0000, 2 -> 0
a : -873.0000, 3 -> 3
b : 545.0000, 3 -> 1
c : 7.0000, 3 -> 3
d : -454.0000, 3 -> 3
c : 485.0000, 0 -> 1
b : -348.0000, 0 -> 3
a : -230.0000, 1 -> 2
d : -972.0000, 1 -> 3
b : -562.0000, 2 -> 3
a : 235.0000, 2 -> 3
b : 45.0000, 3 -> 3
c : -904.0000, 3 -> 1
