a : -386.0000, 0 -> 2
b : 506.0000, 0 -> 6
c : 132.0000, 0 -> 2
d : -343.0000, 0 -> 3
a : -139.0000, 1 -> 3
b : -827.0000, 1 -> 4
c : -717.0000, 1 -> 3
d : 237.0000, 1 -> 4
a : -823.0000, 2 -> 0
b : -809.0000, 2 -> 3
c : 86.0000, 2 -> 4
d : 801.0000, 2 -> 4
a : 276.0000, 3 -> 3
b : 391.0000, 3 -> 5
c : -313.0000, 3 -> 7
d : -465.0000, 3 -> 1
a : 539.0000, 4 -> 7
b : -495.0000, 4 -> 5
c : -149.0000, 4 -> 2
d : -207.0000, 4 -> 1
a : -133.0000, 5 -> 7
b : -869.0000, 5 -> 4
c : -373.0000, 5 -> 1
d : -68.0000, 5 -> 2
a : -351.0000, 6 -> 4
b : 158.0000, 6 -> 7
c : 213.0000, 6 -> 2
d : -389.0000, 6 -> 3
a : -630.0000, 7 -> 4
b : 800.0000, 7 -> 5
c : 419.0000, 7 -> 7
d : -610.0000, 7 -> 6
d : 990.0000, 0 -> 6
a : 229.0000, 0 -> 4
c : -590.0000, 1 -> 0
d : 15.0000, 1 -> 7
d : -910.0000, 2 -> 6
d : 217.0000, 2 -> 7
c : -905.0000, 3 -> 6
d : 728.0000, 3 -> 2
a : 280.0000, 4 -> 3
a : 200.0000, 4 -> 4
d : -805.0000, 5 -> 6
a : -671.0000, 5 -> 2
c : -947.0000, 6 -> 3
c : -91.0000, 6 -> 1
a : -465.0000, 7 -> 1
d : 176.0000, 7 -> 5
