a : 624.0000, 0 -> 5
b : -14.0000, 0 -> 3
a : 769.0000, 1 -> 2
b : 561.0000, 1 -> 3
a : -616.0000, 2 -> 6
b : -119.0000, 2 -> 3
a : -453.0000, 3 -> 6
b : -697.0000, 3 -> 4
a : -130.0000, 4 -> 3
b : -786.0000, 4 -> 1
a : -168.0000, 5 -> 3
b : 721.0000, 5 -> 7
a : -539.0000, 6 -> 1
b : -994.0000, 6 -> 6
a : 272.0000, 7 -> 6
b : 647.0000, 7 -> 5
a : 511.0000, 0 -> 6
a : -930.0000, 1 -> 0
b : 15.0000, 2 -> 6
b : 366.0000, 3 -> 1
a : -622.0000, 4 -> 1
a : 732.0000, 5 -> 4
b : -538.0000, 6 -> 4
b : -436.0000, 7 -> 2
