a : -466.0000, 0 -> 7
b : 341.0000, 0 -> 1
a : -595.0000, 1 -> 4
b : -109.0000, 1 -> 0
a : -718.0000, 2 -> 0
b : 533.0000, 2 -> 1
a : 690.0000, 3 -> 5
b : 391.0000, 3 -> 2
a : 213.0000, 4 -> 0
b : -164.0000, 4 -> 6
a : 327.0000, 5 -> 7
b : 657.0000, 5 -> 4
a : 236.0000, 6 -> 1
b : -857.0000, 6 -> 5
a : -829.0000, 7 -> 5
b : 460.0000, 7 -> 3
a : -74.0000, 0 -> 4
b : -582.0000, 1 -> 6
a : 783.0000, 2 -> 2
b : 956.0000, 3 -> 7
b : 928.0000, 4 -> 7
a : 353.0000, 5 -> 1
a : 389.0000, 6 -> 6
b : 325.0000, 7 -> 5
