a : -410.0000, 0 -> 3
b : -887.0000, 0 -> 6
a : -383.0000, 1 -> 6
b : -568.0000, 1 -> 6
a : -544.0000, 2 -> 2
b : -478.0000, 2 -> 0
a : 537.0000, 3 -> 0
b : -402.0000, 3 -> 4
a : 332.0000, 4 -> 7
b : 406.0000, 4 -> 4
a : -595.0000, 5 -> 7
b : -871.0000, 5 -> 1
a : -155.0000, 6 -> 7
b : -913.0000, 6 -> 1
a : 222.0000, 7 -> 3
b : 154.0000, 7 -> 7
a : -198.0000, 0 -> 1
a : 979.0000, 1 -> 3
b : 76.0000, 2 -> 4
b : -600.0000, 3 -> 5
b : -500.0000, 4 -> 1
a : 850.0000, 5 -> 3
a : 185.0000, 6 -> 3
a : -876.0000, 7 -> 7
a : 318.0000, 6 -> 2
