a : 691.0000, 0 -> 7
b : -347.0000, 0 -> 1
c : 835.0000, 0 -> 7
d : 912.0000, 0 -> 4
a : 209.0000, 1 -> 1
b : 523.0000, 1 -> 2
c : -620.0000, 1 -> 6
d : -183.0000, 1 -> 3
a : -724.0000, 2 -> 6
b : -112.0000, 2 -> 3
c : -221.0000, 2 -> 3
d : -714.0000, 2 -> 3
a : -937.0000, 3 -> 0
b : 760.0000, 3 -> 0
c : -197.0000, 3 -> 1
d : -531.0000, 3 -> 3
a : 930.0000, 4 -> 6
b : -411.0000, 4 -> 2
c : -393.0000, 4 -> 1
d : 497.0000, 4 -> 7
a : -813.0000, 5 -> 7
b : -354.0000, 5 -> 5
c : 684.0000, 5 -> 5
d : -949.0000, 5 -> 4
a : -467.0000, 6 -> 2
b : -592.0000, 6 -> 2
c : 470.0000, 6 -> 3
d : 203.0000, 6 -> 4
a : -625.0000, 7 -> 4
b : -344.0000, 7 -> 2
c : -292.0000, 7 -> 5
d : 649.0000, 7 -> 4
d : -165.0000, 0 -> 2
d : 93.0000, 0 -> 6
a : -259.0000, 1 -> 6
c : 27.0000, 1 -> 2
c : -493.0000, 2 -> 7
b : 853.0000, 2 -> 4
c : -936.0000, 3 -> 4
b : -948.0000, 3 -> 6
d : 643.0000, 4 -> 1
c : -952.0000, 4 -> 3
a : 985.0000, 5 -> 4
d : 586.0000, 5 -> 7
c : -153.0000, 6 -> 0
d : -223.0000, 6 -> 5
a : -221.0000, 7 -> 0
d : 158.0000, 7 -> 7
