a : 95.0000, 0 -> 4
b : -61.0000, 0 -> 3
c : -352.0000, 0 -> 6
d : 53.0000, 0 -> 7
a : -532.0000, 1 -> 7
b : -296.0000, 1 -> 7
c : -715.0000, 1 -> 7
d : 996.0000, 1 -> 5
a : -128.0000, 2 -> 3
b : 712.0000, 2 -> 7
c : 705.0000, 2 -> 0
d : -604.0000, 2 -> 5
a : -996.0000, 3 -> 7
b : 511.0000, 3 -> 2
c : -829.0000, 3 -> 5
d : 78.0000, 3 -> 4
a : -834.0000, 4 -> 0
b : -233.0000, 4 -> 6
c : 801.0000, 4 -> 2
d : 867.0000, 4 -> 5
a : -32.0000, 5 -> 5
b : 514.0000, 5 -> 5
c : -702.0000, 5 -> 0
d : -254.0000, 5 -> 5
a : -328.0000, 6 -> 2
b : 363.0000, 6 -> 5
c : -615.0000, 6 -> 4
d : 15.0000, 6 -> 0
a : 947.0000, 7 -> 6
b : -233.0000, 7 -> 1
c : -195.0000, 7 -> 3
d : -593.0000, 7 -> 7
d : -929.0000, 0 -> 0
d : 143.0000, 0 -> 2
d : 941.0000, 1 -> 6
a : -421.0000, 1 -> 3
b : -332.0000, 2 -> 6
d : -641.0000, 2 -> 0
d : 955.0000, 3 -> 6
c : -515.0000, 3 -> 7
c : 446.0000, 4 -> 3
a : -404.0000, 4 -> 5
c : -553.0000, 5 -> 1
c : 966.0000, 5 -> 2
d : 164.0000, 6 -> 7
b : -774.0000, 6 -> 2
a : -657.0000, 7 -> 0
d : 126.0000, 7 -> 1
