a : 877.0000, 0 -> 3
b : 287.0000, 0 -> 2
c : 492.0000, 0 -> 2
d : -932.0000, 0 -> 2
a : -157.0000, 1 -> 1
b : 520.0000, 1 -> 0
c : 461.0000, 1 -> 1
d : -241.0000, 1 -> 1
a : -428.0000, 2 -> 0
b : -299.0000, 2 -> 2
c : 824.0000, 2 -> 3
d : -643.0000, 2 -> 1
a : -408.0000, 3 -> 2
b : -932.0000, 3 -> 3
c : -724.0000, 3 -> 2
d : -502.0000, 3 -> 1
a : -642.0000, 0 -> 2
a : 455.0000, 0 -> 1
c : 700.0000, 1 -> 3
d : 773.0000, 1 -> 3
c : 119.0000, 2 -> 1
d : -784.0000, 2 -> 0
c : -911.0000, 3 -> 1
c : -582.0000, 3 -> 0
