a : 353.0000, 0 -> 7
b : 53.0000, 0 -> 4
a : 173.0000, 1 -> 1
b : -667.0000, 1 -> 0
a : -364.0000, 2 -> 1
b : 5.0000, 2 -> 2
a : -764.0000, 3 -> 6
b : -800.0000, 3 -> 3
a : 855.0000, 4 -> 4
b : 754.0000, 4 -> 7
a : -892.0000, 5 -> 2
b : -559.0000, 5 -> 2
a : 1.0000, 6 -> 5
b : -753.0000, 6 -> 5
a : 802.0000, 7 -> 2
b : 528.0000, 7 -> 6
b : 545.0000, 0 -> 2
a : 217.0000, 1 -> 5
a : 526.0000, 2 -> 6
a : -212.0000, 3 -> 1
a : 332.0000, 4 -> 1
a : -634.0000, 5 -> 5
a : -858.0000, 6 -> 0
a : 524.0000, 7 -> 4
b : -652.0000, 1 -> 3
