a : 152.0000, 0 -> 5
b : 290.0000, 0 -> 0
a : 795.0000, 1 -> 2
b : -450.0000, 1 -> 0
a : 800.0000, 2 -> 6
b : -289.0000, 2 -> 3
a : -603.0000, 3 -> 2
b : -74.0000, 3 -> 3
a : -412.0000, 4 -> 3
b : -527.0000, 4 -> 2
a : -290.0000, 5 -> 6
b : -66.0000, 5 -> 0
a : 398.0000, 6 -> 2
b : -717.0000, 6 -> 0
a : -290.0000, 7 -> 1
b : 78.0000, 7 -> 2
b : -142.0000, 0 -> 2
a : 479.0000, 1 -> 6
b : -930.0000, 2 -> 6
b : 218.0000, 3 -> 7
b : 742.0000, 4 -> 5
b : -157.0000, 5 -> 5
a : 198.0000, 6 -> 1
a : -403.0000, 7 -> 4
