a : 950.0000, 0 -> 2
b : 143.0000, 0 -> 4
c : -240.0000, 0 -> 7
d : 580.0000, 0 -> 5
a : -546.0000, 1 -> 0
b : 663.0000, 1 -> 6
c : -53.0000, 1 -> 5
d : -651.0000, 1 -> 3
a : 281.0000, 2 -> 5
b : -246.0000, 2 -> 1
c : -792.0000, 2 -> 5
d : -495.0000, 2 -> 4
a : 614.0000, 3 -> 3
b : -279.0000, 3 -> 3
c : -731.0000, 3 -> 6
d : 798.0000, 3 -> 6
a : 526.0000, 4 -> 3
b : 957.0000, 4 -> 3
c : -123.0000, 4 -> 3
d : -983.0000, 4 -> 1
a : 401.0000, 5 -> 7
b : 710.0000, 5 -> 5
c : -410.0000, 5 -> 1
d : 220.0000, 5 -> 5
a : 88.0000, 6 -> 1
b : 573.0000, 6 -> 7
c : 828.0000, 6 -> 3
d : 449.0000, 6 -> 4
a : 913.0000, 7 -> 4
b : 32.0000, 7 -> 0
c : 606.0000, 7 -> 7
d : 206.0000, 7 -> 3
b : 838.0000, 0 -> 0
d : -889.0000, 0 -> 4
a : 673.0000, 1 -> 1
c : -948.0000, 1 -> 7
c : 684.0000, 2 -> 6
c : 3.0000, 2 -> 4
b : -664.0000, 3 -> 7
d : -570.0000, 3 -> 1
a : -964.0000, 4 -> 2
a : -518.0000, 4 -> 7
c : 363.0000, 5 -> 0
c : -430.0000, 5 -> 5
c : -797.0000, 6 -> 0
d : -635.0000, 6 -> 7
b : 765.0000, 7 -> 4
a : 44.0000, 7 -> 6
